Family,species,valid_Apr2016,Phylogeny,other phylogeny,Realm,time,element,activity Season Length,"breeding age (female, months)",field body temperature,preferred body temperature,Latitude_centroid,Longitude_centroid,npp,mean annual temperature,annual precipitation ,biome,insular endemic,foraging,sub-order,infraorder,log_mass
Lacertidae,Lacerta schreiberi,yes,Pyron and Burbrink 2014,"Arnold et al. 2007, Godhino et al. 2005, Mendes et al. 2016",Palearctic,Diurnal,air,NA,16,31.05,35.3,41.22478393,-6.186897012,11.44,12.86,790.88,"Mediterranean Forests, Woodlands & Scrub",no,NA,Sauria,Lacertoidea,1.743614951
Lacertidae,Phoenicolacerta laevis,yes,Pyron and Burbrink 2014,Tamar et al. 2015,Palearctic,Diurnal,air,12,6,32.46666667,#DIV/0!,35.26793757,35.16636792,11.13,15.64,606.31,"Mediterranean Forests, Woodlands & Scrub",no,Active,Sauria,Lacertoidea,1.180521314
Lacertidae,Timon lepidus,yes,Pyron and Burbrink 2014,"Ahmadzadeh et al. 2012, Ahmadzadeh et al. 2016 (including Timon nevadensis), Mendes et al. 2016",Palearctic,Diurnal,air,6.5,26.5,30.4,#DIV/0!,40.58148496,-3.581287673,11.36,13.38,666.57,"Mediterranean Forests, Woodlands & Scrub",no,NA,Sauria,Lacertoidea,2.58358635
Anguidae,Hyalosaurus koellikeri,yes,Pyron and Burbrink 2014,Conroy et al. 2005,Palearctic,Diurnal,air,NA,NA,18,#DIV/0!,32.37993264,-6.993322046,11.13,15.71,433.23,"Mediterranean Forests, Woodlands & Scrub",no,NA,Sauria,Diploglossa,1.385274451
Blanidae,Blanus cinereus,yes,Pyron and Burbrink 2014,"Townsend et al. 2004, Macey et al. 2004, Albert et al. 2007, Longrich et al. 2015",Palearctic,Cathemeral,earth,NA,NA,22.8,20.7,39.42428474,-4.569480676,11.31,14.02,570.87,"Mediterranean Forests, Woodlands & Scrub",no,NA,Amphisbaenia,Amphisbaenia (Lacertoidea),1.219425628
Lacertidae,Podarcis vaucheri,yes,Pyron and Burbrink 2014,Kaliontzopoulou et al. 2011,Palearctic,Diurnal,air,NA,NA,30.55,#DIV/0!,35.08190576,0.033847488,11.12,15.56,506.04,"Mediterranean Forests, Woodlands & Scrub",no,NA,Sauria,Lacertoidea,0.70432434
Anguidae,Pseudopus apodus,yes,Pyron and Burbrink 2014,Macey et al. 1999,Palearctic,Diurnal,air,8,24,25.5,#DIV/0!,39.57705266,48.20175741,11.1,11.69,551.78,"Mediterranean Forests, Woodlands & Scrub",no,Active,Sauria,Diploglossa,2.767833757
Chamaeleonidae,Bradypodion pumilum,yes,Pyron and Burbrink 2014,Tolley et al. 2013,Afrotropic,Diurnal,air,12,11.5,27.2,25,-30.36423908,17.73667722,11.02,17.22,380.65,"Mediterranean Forests, Woodlands & Scrub",no,mixed,Sauria,Acrodontia,1.404164144
Cordylidae,Hemicordylus capensis,yes,Pyron and Burbrink 2014,Stanley et al. 2011,Afrotropic,Diurnal,air,NA,NA,NA,30.3,-33.16341835,20.35740732,11.18,16.05,370.66,"Mediterranean Forests, Woodlands & Scrub",no,Sit&wait,Sauria,Scincoidea,1.55815733
Cordylidae,Cordylus niger,yes,Pyron and Burbrink 2014,Stanley et al. 2011,Afrotropic,Diurnal,air,NA,NA,23.6,32.65,-33.67586515,18.52296276,11.23,16.82,586.85,"Mediterranean Forests, Woodlands & Scrub",no,Sit&wait,Sauria,Scincoidea,1.301034512
Cordylidae,Cordylus oelofseni,yes,Pyron and Burbrink 2014,Stanley et al. 2011,Afrotropic,Diurnal,air,NA,NA,20.6,33.55,-33.15772336,19.27981188,11.35,15.78,479.97,"Mediterranean Forests, Woodlands & Scrub",no,Sit&wait,Sauria,Scincoidea,0.852629387
Scincidae,Acontias meleagris,yes,Pyron and Burbrink 2014,Daniels et al. 2006,Afrotropic,Cathemeral,earth,NA,NA,21.8,#DIV/0!,-33.25792401,21.77151488,11.2,16.04,429.09,"Mediterranean Forests, Woodlands & Scrub",no,NA,Sauria,Scincoidea,1.473590637
Scincidae,Scelotes gronovii,yes,Pyron and Burbrink 2014,Heideman et al. 2011,Afrotropic,NA,earth,NA,NA,23,#DIV/0!,-33.28409306,18.85866099,11.37,16.66,488.75,"Mediterranean Forests, Woodlands & Scrub",no,NA,Sauria,Scincoidea,0.352237257
Lacertidae,Podarcis liolepis,yes,Pyron and Burbrink 2014,Kaliontzopoulou et al. 2011,Palearctic,Diurnal,air,NA,7,34.2,33.3,41.94442543,-0.381595533,11.38,11.78,666.5,"Mediterranean Forests, Woodlands & Scrub",no,NA,Sauria,Lacertoidea,1.073018552
Scincidae,Chalcides bedriagai,yes,Pyron and Burbrink 2014,Carranza et al. 2008,Palearctic,Diurnal,earth,NA,NA,28.5,31.97857143,39.61827849,-4.376860063,11.32,13.96,593.26,"Mediterranean Forests, Woodlands & Scrub",no,NA,Sauria,Scincoidea,1.301804162
Lacertidae,Podarcis lilfordi,yes,Pyron and Burbrink 2014,Kaliontzopoulou et al. 2011,Palearctic,Diurnal,air,NA,NA,34.6,33.86666667,39.6718321,3.152263859,10.92,16.29,593.63,"Mediterranean Forests, Woodlands & Scrub",yes,Active,Sauria,Lacertoidea,1.088939291
Lacertidae,Podarcis hispanicus,yes,Pyron and Burbrink 2014,Kaliontzopoulou et al. 2011,Palearctic,Diurnal,air,NA,8,31.9,34.35375,40.7045743,-3.585903335,11.37,12.93,667.4,"Mediterranean Forests, Woodlands & Scrub",no,Active,Sauria,Lacertoidea,0.973102805
Lacertidae,Psammodromus hispanicus,yes,Pyron and Burbrink 2014,"Carranza et al. 2006, Arnold et al. 2007, Mendes et al. 2016",Palearctic,Diurnal,air,NA,5,30.77,35.1,40.21898968,-3.278313464,11.35,13.4,621.31,"Mediterranean Forests, Woodlands & Scrub",no,mixed,Sauria,Lacertoidea,0.615902868
Lacertidae,Acanthodactylus erythrurus,yes,Pyron and Burbrink 2014,no,Palearctic,Diurnal,air,9,14,34.8,36.75,37.23583702,-3.195094042,11.18,14.62,529.17,"Mediterranean Forests, Woodlands & Scrub",no,mixed,Sauria,Lacertoidea,1.135548173
Lacertidae,Iberolacerta cyreni,yes,Pyron and Burbrink 2014,Mendes et al. 2016,Palearctic,Diurnal,air,NA,10,28.25,#DIV/0!,40.57888643,-4.603062193,11.49,10.57,511.57,"Mediterranean Forests, Woodlands & Scrub",no,Active,Sauria,Lacertoidea,1.238131149
Lacertidae,Podarcis pityusensis,yes,Pyron and Burbrink 2014,Arnold et al. 2007,Palearctic,Diurnal,air,NA,21,34.2,#DIV/0!,39.14509423,1.245504188,11.01,16.71,503.13,"Mediterranean Forests, Woodlands & Scrub",yes,NA,Sauria,Lacertoidea,1.104664678
Lacertidae,Iberolacerta martinezricai,yes,no,no,Palearctic,Diurnal,air,5,42,33.31,#DIV/0!,40.49727276,-6.1901993,11.54,12.37,611.75,"Mediterranean Forests, Woodlands & Scrub",no,NA,Sauria,Lacertoidea,0.889188697
Lacertidae,Podarcis carbonelli,yes,Pyron and Burbrink 2014,Kaliontzopoulou et al. 2011,Palearctic,Diurnal,air,NA,NA,33.3,#DIV/0!,40.041746,-7.601218486,11.44,14.47,830.83,"Mediterranean Forests, Woodlands & Scrub",no,Active,Sauria,Lacertoidea,0.806907315
Lacertidae,Gallotia stehlini,yes,Pyron and Burbrink 2014,"Arnold et al. 2007, Mendes et al. 2016",Palearctic,Diurnal,air,NA,41.5,33.6,31.81363636,28.0050544,-15.39270279,10.91,18.89,192.43,"Mediterranean Forests, Woodlands & Scrub",yes,NA,Sauria,Lacertoidea,3.035763288
Phyllodactylidae,Tarentola boettgeri,yes,Pyron and Burbrink 2014,"Gamble et al. 2008, Carranza et al. 2002",Palearctic,Nocturnal,air,NA,NA,19.75,32.88,27.9282518,-15.90115474,10.88,18.79,242.8,"Mediterranean Forests, Woodlands & Scrub",yes,Sit&wait,Sauria,Gekkota,1.031500223
Lacertidae,Gallotia atlantica,yes,Pyron and Burbrink 2014,"Arnold et al. 2007, Mendes et al. 2016",Palearctic,Diurnal,air,NA,24,33.35,33.603125,28.60852307,-13.93155149,10.56,19.36,135.19,"Mediterranean Forests, Woodlands & Scrub",yes,Sit&wait,Sauria,Lacertoidea,1.457633502
Lacertidae,Gallotia galloti,yes,Pyron and Burbrink 2014,Arnold et al. 2007,Palearctic,Diurnal,air,NA,30,32.55,34,28.39063105,-16.88851607,10.83,17.52,378.43,"Mediterranean Forests, Woodlands & Scrub",yes,NA,Sauria,Lacertoidea,1.835196975
Lacertidae,Gallotia simonyi,yes,Pyron and Burbrink 2014,Arnold et al. 2007,Palearctic,Diurnal,air,NA,30,34.4,36.08727273,27.7180838,-18.00432015,10.81,18.68,285.5,"Mediterranean Forests, Woodlands & Scrub",yes,NA,Sauria,Lacertoidea,3.426776669
Lacertidae,Gallotia caesaris,yes,Pyron and Burbrink 2014,Arnold et al. 2007,Palearctic,Diurnal,air,NA,23,35.5,35.45555556,27.95087693,-17.55556425,10.92,18.92,309.45,"Mediterranean Forests, Woodlands & Scrub",yes,Active,Sauria,Lacertoidea,1.49274811
Lacertidae,Gallotia bravoana,yes,Pyron and Burbrink 2014,Arnold et al. 2007,Palearctic,Diurnal,air,NA,24,36,#DIV/0!,28.10741469,-17.20973564,11.15,18.75,334.75,"Mediterranean Forests, Woodlands & Scrub",yes,NA,Sauria,Lacertoidea,2.214892138
Phyllodactylidae,Tarentola delalandii,yes,Pyron and Burbrink 2014,Vasconcelos et al. 2012,Palearctic,Cathemeral,air,NA,NA,23,#DIV/0!,28.39137295,-16.89705721,10.89,17.36,405.75,"Mediterranean Forests, Woodlands & Scrub",yes,Sit&wait,Sauria,Gekkota,1.185002497
Gekkonidae,Hemidactylus turcicus,yes,Pyron and Burbrink 2014,"Carranza and Arnold 2012, Smid et al. 2013",Palearctic,Nocturnal,air,10,22.3,23.85,28.75,31.65388023,21.97207798,10.92,18.03,466.44,"Mediterranean Forests, Woodlands & Scrub",no,mixed,Sauria,Gekkota,0.687295674
Lacertidae,Anatololacerta anatolica,yes,Pyron and Burbrink 2014,Bellati et al. 2014,Palearctic,Diurnal,air,NA,36,32.91904762,#DIV/0!,39.02575776,28.42642201,11.29,13.58,682.57,"Mediterranean Forests, Woodlands & Scrub",no,NA,Sauria,Lacertoidea,0.990305788
Anniellidae,Anniella pulchra,yes,Pyron and Burbrink 2014,"Macey et al. 1999, Townsend et al. 2004",Nearctic,Cathemeral,earth,NA,30,21.8,22.25,34.71409235,-118.7265715,11.29,15.36,370.55,"Mediterranean Forests, Woodlands & Scrub",no,Active,Sauria,Diploglossa,0.980126762
Xantusiidae,Xantusia henshawi,yes,Pyron and Burbrink 2014,Noonan et al. 2013,Nearctic,Cathemeral,air,NA,42,22.95,27.2,32.5846143,-116.2715088,11.12,16.41,321.18,"Mediterranean Forests, Woodlands & Scrub",no,Sit&wait,Sauria,Scincoidea,0.846635447
Xantusiidae,Xantusia riversiana,yes,Pyron and Burbrink 2014,Noonan et al. 2013,Nearctic,Diurnal,air,NA,51,23.5,28.3,33.0064857,-118.7786793,10.67,15.41,221.43,"Mediterranean Forests, Woodlands & Scrub",yes,Sit&wait,Sauria,Scincoidea,1.507830507
Scincidae,Plestiodon gilberti,yes,Pyron and Burbrink 2014,Brandley et al. 2012,Nearctic,Diurnal,air,NA,NA,29.15,31.55,35.78230449,-118.0744827,11.22,14.32,414.75,"Mediterranean Forests, Woodlands & Scrub",no,NA,Sauria,Scincoidea,1.553172148
Liolaemidae,Liolaemus dorbignyi,yes,Pyron and Burbrink 2014,"Labra et al. 2009, Olave et al. 2014",Neotropic,Diurnal,air,NA,NA,32.65,31.01,-21.6202734,-67.05509459,10.9,7.39,130.9,Montane Grasslands & Shrublands,no,NA,Sauria,Pleurodonta,1.542634732
Liolaemidae,Liolaemus olongasta,yes,Pyron and Burbrink 2014,Camargo et al. 2012,Neotropic,Diurnal,air,NA,NA,34.35,33.35,-30.81181938,-68.77671841,10.86,11.81,157.14,Montane Grasslands & Shrublands,no,NA,Sauria,Pleurodonta,0.977353664
Liolaemidae,Liolaemus scapularis,yes,Pyron and Burbrink 2014,"Moreno Azocar et al. 2013, Olave et al. 2014, Sheldon et al. 2015",Neotropic,Diurnal,air,NA,NA,36.2,33,-27.13036137,-66.35589564,11.14,13.73,226.12,Montane Grasslands & Shrublands,no,Sit&wait,Sauria,Pleurodonta,1.164461776
Liolaemidae,Liolaemus scrocchii,yes,no,"Cruz et al. 2014, Sheldon et al. 2015",Neotropic,Diurnal,air,NA,NA,NA,33,-24.15649748,-66.21191897,10.99,7.98,194.75,Montane Grasslands & Shrublands,no,NA,Sauria,Pleurodonta,1.447010006
Liolaemidae,Phymaturus antofagastensis,yes,Pyron and Burbrink 2014,Lobo et al. 2012,Neotropic,Diurnal,air,NA,NA,33.25,33.2,-26.24378944,-67.57539416,10.86,6.33,79.25,Montane Grasslands & Shrublands,no,Active,Sauria,Pleurodonta,1.611042243
Liolaemidae,Liolaemus pseudoanomalus,yes,Pyron and Burbrink 2014,"Moreno Azocar et al. 2013, Olave et al. 2014, Sheldon et al. 2015",Neotropic,Diurnal,air,NA,NA,33.7,33.4,-29.73574334,-67.46126461,10.98,16.38,242.45,Montane Grasslands & Shrublands,no,NA,Sauria,Pleurodonta,0.997280103
Liolaemidae,Liolaemus cuyanus,yes,Pyron and Burbrink 2014,"Moreno Azocar et al. 2013, Sheldon et al. 2015",Neotropic,Diurnal,air,NA,NA,35,33.85,-30.72635474,-67.64373402,11.01,15.72,230.85,Montane Grasslands & Shrublands,no,NA,Sauria,Pleurodonta,1.572626503
Liolaemidae,Liolaemus poecilochromus,yes,no,"Cruz et al. 2014, Sheldon et al. 2015",Neotropic,Diurnal,NA,NA,NA,NA,34.445,-25.90982423,-67.47134608,10.7,6.15,74.65,Montane Grasslands & Shrublands,no,NA,Sauria,Pleurodonta,1.148648282
Liolaemidae,Liolaemus salinicola,yes,Pyron and Burbrink 2014,"Moreno Azocar et al. 2013, 2 mt genes (Moreno Azocar), 2mt and 12 nuclear loci (Olave et al. 2014), Sheldon et al. 2015",Neotropic,Diurnal,air,NA,NA,36.7,34.3,-27.8078663,-67.61237283,10.9,14.05,144.18,Montane Grasslands & Shrublands,no,NA,Sauria,Pleurodonta,1.164461776
Liolaemidae,Liolaemus famatinae,yes,Pyron and Burbrink 2014,"Pincheira-Donoso et al. 2008, Olave et al. 2014",Neotropic,Diurnal,NA,NA,NA,NA,34.4,-28.81374134,-67.93416317,10.96,8.27,176.43,Montane Grasslands & Shrublands,no,NA,Sauria,Pleurodonta,0.783336496
Liolaemidae,Liolaemus koslowskyi,yes,Pyron and Burbrink 2014,"Camargo et al. 2012, Olave et al. 2014, Sheldon et al. 2015",Neotropic,Diurnal,air,NA,NA,35.15,34.6,-28.11818574,-66.99696459,11.03,16.78,228.76,Montane Grasslands & Shrublands,no,Sit&wait,Sauria,Pleurodonta,1.249081501
Liolaemidae,Liolaemus multicolor,yes,Pyron and Burbrink 2014,"Olave et al. 2014, Sheldon et al. 2015",Neotropic,Diurnal,air,NA,126,34.06,35.04,-23.31503565,-66.02957038,11.01,8.45,199,Montane Grasslands & Shrublands,no,NA,Sauria,Pleurodonta,1.281492949
Liolaemidae,Liolaemus calchaqui,yes,Pyron and Burbrink 2014,Camargo et al. 2012,Neotropic,Diurnal,air,NA,NA,34,35.1,-26.52099326,-65.64302695,11.31,13.65,364,Montane Grasslands & Shrublands,no,NA,Sauria,Pleurodonta,0.828934422
Liolaemidae,Liolaemus abaucan,yes,Pyron and Burbrink 2014,"Camargo et al. 2012, Sheldon et al. 2015",Neotropic,Diurnal,air,NA,NA,34.25,35.2,-27.44478796,-67.65221498,10.82,12.95,97.9,Montane Grasslands & Shrublands,no,NA,Sauria,Pleurodonta,0.936592666
Liolaemidae,Liolaemus lavillai,yes,Pyron and Burbrink 2014,"Camargo et al. 2012, Olave et al. 2014",Neotropic,Diurnal,NA,NA,NA,35.4,35.2,-24.95707635,-66.09028198,11.17,8.38,156.13,Montane Grasslands & Shrublands,no,NA,Sauria,Pleurodonta,0.926206436
Liolaemidae,Liolaemus laurenti,yes,Pyron and Burbrink 2014,"Camargo et al. 2012, Sheldon et al. 2015",Neotropic,Diurnal,air,NA,NA,35.2,35.3,-29.06059568,-67.01615659,11.01,17.24,264.45,Montane Grasslands & Shrublands,no,NA,Sauria,Pleurodonta,1.092710898
Liolaemidae,Liolaemus irregularis,yes,Pyron and Burbrink 2014,"Camargo et al. 2012, Sheldon et al. 2015",Neotropic,Diurnal,air,NA,96,36.05,35.985,-24.04693304,-66.22712496,10.91,7.48,137.06,Montane Grasslands & Shrublands,no,NA,Sauria,Pleurodonta,1.374289052
Liolaemidae,Liolaemus quilmes,yes,Pyron and Burbrink 2014,"Camargo et al. 2012, Sheldon et al. 2015",Neotropic,Diurnal,air,6,20.5,34.2,35.5,-25.843877,-66.02038662,11.14,12.19,183.12,Montane Grasslands & Shrublands,no,NA,Sauria,Pleurodonta,1.359260851
Liolaemidae,Liolaemus crepuscularis,yes,Pyron and Burbrink 2014,Camargo et al. 2012,Neotropic,Diurnal,air,NA,NA,35.4,35.65,-27.27856926,-66.42182879,11.07,13.25,190.75,Montane Grasslands & Shrublands,no,Sit&wait,Sauria,Pleurodonta,0.917839317
Liolaemidae,Liolaemus fitzgeraldi,yes,no,no,Neotropic,Diurnal,NA,NA,NA,33.05,35.68,-32.37196172,-70.06160873,10.81,2.89,347.29,Montane Grasslands & Shrublands,no,NA,Sauria,Pleurodonta,0.936592666
Liolaemidae,Liolaemus albiceps,yes,Pyron and Burbrink 2014,"Camargo et al. 2012 (Camargo et al. 2012), 2mt genes (Sheldon et al. 2015)",Neotropic,Diurnal,air,NA,NA,34.55,35.95,-24.38634915,-66.05381603,10.89,7.08,148.71,Montane Grasslands & Shrublands,no,NA,Sauria,Pleurodonta,1.432776963
Liolaemidae,Liolaemus yanalcu,yes,Pyron and Burbrink 2014,Pincheira-Donoso et al. 2008,Neotropic,Diurnal,NA,NA,NA,34.18,35.805,-24.33073849,-66.22227634,10.87,5.2,129,Montane Grasslands & Shrublands,no,NA,Sauria,Pleurodonta,0.859957445
Liolaemidae,Liolaemus eleodori,yes,Olave et al. 2014,no,Neotropic,Diurnal,NA,NA,NA,32.34,35.87,-29.33015425,-69.35180358,10.66,3.35,116.5,Montane Grasslands & Shrublands,no,NA,Sauria,Pleurodonta,1.249081501
Liolaemidae,Liolaemus vallecurensis,yes,Pyron and Burbrink 2014,Olave et al. 2014 ,Neotropic,Diurnal,NA,NA,NA,31.5,35.91,-31.03896132,-69.80596924,10.86,8.75,161.94,Montane Grasslands & Shrublands,no,NA,Sauria,Pleurodonta,1.167950779
Liolaemidae,Liolaemus ruibali,yes,Pyron and Burbrink 2014,"Pincheira-Donoso et al. 2008, Olave et al. 2014",Neotropic,Diurnal,air,NA,NA,28.655,36,-31.83019164,-69.49233644,10.75,5.81,183.32,Montane Grasslands & Shrublands,no,Sit&wait,Sauria,Pleurodonta,0.971317708
Liolaemidae,Liolaemus riojanus,yes,Pyron and Burbrink 2014,"Moreno Azocar et al. 2013, Sheldon et al. 2015",Neotropic,Diurnal,air,NA,NA,NA,36.2,-30.93442061,-67.85854505,10.83,17.01,196.28,Montane Grasslands & Shrublands,no,NA,Sauria,Pleurodonta,0.894557682
Liolaemidae,Liolaemus ornatus,yes,Pyron and Burbrink 2014,"Camargo et al. 2012, Olave et al. 2014",Neotropic,Diurnal,air,NA,NA,31.65,36.375,-18.84989712,-68.17394164,11.15,8.02,401.55,Montane Grasslands & Shrublands,no,NA,Sauria,Pleurodonta,1.05913054
